constituency_id,state,demographic,result_2011,turnout_2011,margin_2011,swing_2011,result_2016,turnout_2016,margin_2016,swing_2016,result_2021,turnout_2021,margin_2021,swing_2021,turnout_change_16,turnout_change_21,margin_change_16,margin_change_21,seat_flip_16,seat_flip_21,retained_2021,demographic_encoded,state_encoded,result_2016_encoded
TA-AC0115,Tamil Nadu,Rural,AIADMK,69.12,0.6991,-2.795,BJP,70.55,3.2733,3.5753,BJP,68.2,-0.955,-5.8727,1.4299999999999926,-2.3499999999999943,2.5742,-4.2283,1,0,0,2,3,4
PU-AC0116,Puducherry,Rural,BJP,80.26,1.5159,0.2976,BJP,84.01,8.2715,9.3828,DMK,81.95,4.556,-5.1604,3.75,-2.0600000000000023,6.755599999999999,-3.7154999999999996,0,1,0,2,2,4
AS-AC0117,Assam,Urban,AGP,61.2,-1.9063,-4.7875,AGP,66.22,7.1351,12.5576,BJP,62.64,0.6939,-8.9461,5.019999999999996,-3.5799999999999983,9.041400000000001,-6.4412,0,1,0,0,0,0
AS-AC0118,Assam,Rural,AIUDF,79.22,-7.5743,-14.8556,INC,80.29,-5.6515,2.6705,INC,83.84,0.7538,8.8963,1.0700000000000074,3.549999999999997,1.9227999999999996,6.4053,1,0,0,2,0,7
KE-AC0119,Kerala,Semi-Urban,LDF,75.76,5.4509,0.4702,LDF,80.65,14.2577,12.2317,LDF,77.91,9.337,-6.8343,4.890000000000001,-2.740000000000009,8.806799999999999,-4.9207,0,0,1,1,1,8
AS-AC0120,Assam,Rural,AIUDF,83.59,13.647,14.5338,AIUDF,89.9,25.0199,15.7957,AIUDF,87.81,21.2553,-5.2286,6.310000000000002,-2.0900000000000034,11.3729,-3.7646000000000015,0,0,1,2,0,3
PU-AC0121,Puducherry,Rural,DMK,70.77,2.5401,-10.5091,AINRC,63.03,-11.3824,-19.3368,INC,58.2,-20.0756,-12.074,-7.739999999999995,-4.829999999999998,-13.9225,-8.693200000000001,1,1,0,2,2,2
PU-AC0122,Puducherry,Urban,AINRC,63.57,20.0865,0.5031,AINRC,64.55,21.8397,2.435,AINRC,68.26,28.522,9.281,0.9799999999999969,3.710000000000008,1.7531999999999996,6.682299999999998,0,0,1,0,2,2
WE-AC0123,West Bengal,Rural,BJP,76.62,10.4582,-6.5941,BJP,74.71,7.0283,-4.7638,BJP,77.1,11.3289,5.9731,-1.9100000000000108,2.3900000000000006,-3.4299,4.300600000000001,0,0,1,2,4,4
TA-AC0124,Tamil Nadu,Urban,BJP,59.5,2.2009,-1.0405,BJP,61.57,5.9109,5.1527,BJP,66.34,14.509,11.9418,2.0700000000000003,4.770000000000003,3.71,8.5981,0,0,1,0,3,4
AS-AC0125,Assam,Semi-Urban,AIUDF,65.44,-6.1128,-11.7357,INC,68.62,-0.3823,7.9591,INC,72.82,7.1671,10.4853,3.180000000000007,4.199999999999989,5.7305,7.5493999999999994,1,0,1,1,0,7
PU-AC0126,Puducherry,Urban,DMK,77.54,24.547,9.3784,DMK,74.18,18.4982,-8.4011,DMK,74.84,19.684,1.647,-3.3599999999999994,0.6599999999999966,-6.0488,1.1858000000000004,0,0,1,0,2,6
KE-AC0127,Kerala,Urban,INC,64.77,4.1361,3.3446,INC,67.4,8.8776,6.5854,INC,75.44,23.3511,20.102,2.6300000000000097,8.039999999999992,4.741499999999999,14.4735,0,0,1,0,1,7
KE-AC0128,Kerala,Rural,UDF,75.76,1.5739,-0.0828,UDF,78.54,6.5762,6.9476,INC,74.3,-1.0618,-10.6083,2.780000000000001,-4.240000000000009,5.0023,-7.638,0,1,0,2,1,10
PU-AC0129,Puducherry,Rural,INC,87.4,10.1433,3.4314,INC,92.7,19.6752,13.2387,INC,88.17,11.5261,-11.3182,5.299999999999997,-4.530000000000001,9.5319,-8.1491,0,0,1,2,2,7
WE-AC0130,West Bengal,Semi-Urban,BJP,79.39,18.5473,11.087,BJP,82.67,24.4548,8.2048,BJP,84.7,28.1072,5.0727,3.280000000000001,2.030000000000001,5.907499999999999,3.6524,0,0,1,1,4,4
AS-AC0131,Assam,Rural,AIUDF,78.68,15.3453,4.8056,AIUDF,77.19,12.679,-3.7032,AIUDF,73.86,6.6774,-8.3356,-1.490000000000009,-3.3299999999999983,-2.6662999999999997,-6.001600000000001,0,0,1,2,0,3
TA-AC0132,Tamil Nadu,Semi-Urban,BJP,77.26,18.1982,12.7845,BJP,78.02,19.5741,1.911,BJP,78.21,19.9084,0.4644,0.7599999999999909,0.18999999999999773,1.3759000000000015,0.33429999999999893,0,0,1,1,3,4
TA-AC0133,Tamil Nadu,Rural,INC,88.33,8.7724,2.1363,INC,89.4,10.6918,2.6658,INC,87.79,7.8019,-4.0138,1.0700000000000074,-1.6099999999999994,1.9194000000000013,-2.889900000000001,0,0,1,2,3,7
TA-AC0134,Tamil Nadu,Rural,DMK,83.79,5.208,1.8661,INC,82.0,1.9937,-4.4643,AIADMK,82.78,3.3911,1.9409,-1.7900000000000063,0.7800000000000011,-3.2143,1.3973999999999998,1,1,0,2,3,7
WE-AC0135,West Bengal,Rural,TMC,79.88,1.3923,-15.2319,INC,77.65,-2.6319,-5.5892,TMC,79.16,0.084,3.7721,-2.2299999999999898,1.509999999999991,-4.0242,2.7159,1,1,0,2,4,7
KE-AC0136,Kerala,Urban,UDF,65.2,3.489,-0.4803,UDF,70.39,12.8394,12.9866,UDF,70.82,13.6147,1.0768,5.189999999999998,0.4299999999999926,9.3504,0.7752999999999997,0,0,1,0,1,10
AS-AC0137,Assam,Rural,AIUDF,74.3,0.8824,-11.4696,BJP,73.84,0.0573,-1.1459,BJP,76.37,4.6168,6.3327,-0.45999999999999375,2.530000000000001,-0.8251,4.5595,1,0,0,2,0,4
KE-AC0138,Kerala,Rural,INC,82.1,10.5159,-9.2933,INC,78.98,4.8977,-7.803,INC,81.54,9.5071,6.4019,-3.1199999999999903,2.5600000000000023,-5.6182,4.609399999999999,0,0,1,2,1,7
TA-AC0139,Tamil Nadu,Semi-Urban,BJP,74.41,12.782,-0.2892,BJP,75.49,14.7236,2.6967,BJP,74.57,13.0672,-2.3006,1.0799999999999983,-0.9200000000000017,1.9415999999999993,-1.6563999999999997,0,0,1,1,3,4
KE-AC0140,Kerala,Semi-Urban,LDF,80.53,23.3081,13.2915,LDF,81.32,24.7231,1.9652,LDF,84.15,29.8279,7.09,0.789999999999992,2.8300000000000125,1.4149999999999991,5.104800000000001,0,0,1,1,1,8
WE-AC0141,West Bengal,Rural,TMC,75.51,-1.9406,-15.7972,BJP,73.21,-6.0726,-5.7389,CPIM,71.36,-9.4162,-4.6439,-2.3000000000000114,-1.8499999999999943,-4.132000000000001,-3.3435999999999995,1,1,0,2,4,4
KE-AC0142,Kerala,Semi-Urban,UDF,66.69,21.9347,-11.779,UDF,62.95,15.1881,-9.3702,UDF,69.42,26.8435,16.188,-3.739999999999995,6.469999999999999,-6.746599999999999,11.655399999999998,0,0,1,1,1,10
KE-AC0143,Kerala,Rural,LDF,83.78,5.3347,4.7887,LDF,83.68,5.1606,-0.2418,INC,81.4,1.0494,-5.71,-0.09999999999999432,-2.280000000000001,-0.17410000000000014,-4.111199999999999,0,1,0,2,1,8
WE-AC0144,West Bengal,Rural,BJP,78.4,10.203,-3.8318,BJP,75.96,5.8146,-6.095,CPIM,71.37,-2.4401,-11.4649,-2.440000000000012,-4.589999999999989,-4.388399999999999,-8.2547,0,1,0,2,4,4
WE-AC0145,West Bengal,Rural,BJP,76.04,2.7959,-6.8198,BJP,72.03,-4.4158,-10.0162,INC,70.91,-6.4397,-2.811,-4.010000000000005,-1.1200000000000045,-7.2117,-2.0239000000000003,0,1,0,2,4,4
TA-AC0146,Tamil Nadu,Urban,DMK,64.29,9.5495,1.3278,DMK,71.1,21.8017,17.017,DMK,76.63,31.7603,13.8315,6.809999999999988,5.530000000000001,12.2522,9.9586,0,0,1,0,3,6
TA-AC0147,Tamil Nadu,Semi-Urban,BJP,74.82,10.0586,5.2212,BJP,76.89,13.7887,5.1807,BJP,82.12,23.2062,13.0799,2.0700000000000074,5.230000000000004,3.7301,9.417499999999999,0,0,1,1,3,4
AS-AC0148,Assam,Rural,INC,88.61,5.7748,4.6413,AIUDF,86.3,1.601,-5.797,INC,86.2,1.4274,-0.241,-2.3100000000000023,-0.09999999999999432,-4.1738,-0.17359999999999998,1,1,0,2,0,3
AS-AC0149,Assam,Urban,INC,54.72,2.7054,-5.293,INC,57.2,7.1599,6.1869,INC,61.72,15.291,11.2932,2.480000000000004,4.519999999999996,4.4545,8.1311,0,0,1,0,0,7
TA-AC0150,Tamil Nadu,Rural,DMK,74.54,-9.2512,-19.9741,AIADMK,71.17,-15.3235,-8.4337,BJP,71.11,-15.4211,-0.1355,-3.3700000000000045,-0.060000000000002274,-6.0722999999999985,-0.09759999999999991,1,1,0,2,3,1
WE-AC0151,West Bengal,Semi-Urban,CPIM,76.56,10.7004,-2.7475,CPIM,82.1,20.6684,13.8444,CPIM,85.12,26.1221,7.5746,5.539999999999992,3.0200000000000102,9.967999999999998,5.453700000000001,0,0,1,1,4,5
TA-AC0152,Tamil Nadu,Semi-Urban,AIADMK,72.2,31.9478,20.0174,AIADMK,71.78,31.189,-1.0539,AIADMK,78.9,44.011,17.8083,-0.4200000000000017,7.1200000000000045,-0.7588000000000008,12.822000000000003,0,0,1,1,3,1
AS-AC0153,Assam,Rural,INC,76.96,0.2174,-15.7639,INC,82.86,10.8485,14.7654,INC,88.38,20.7852,13.8009,5.900000000000006,5.519999999999996,10.6311,9.9367,0,0,1,2,0,7
AS-AC0154,Assam,Semi-Urban,BJP,66.56,-1.5637,-6.7162,AIUDF,66.46,-1.7477,-0.2555,AIUDF,71.15,6.6959,11.7273,-0.10000000000000853,4.690000000000012,-0.18399999999999994,8.4436,1,0,1,1,0,3
WE-AC0155,West Bengal,Rural,TMC,78.49,11.4766,-7.1362,TMC,74.99,5.1842,-8.7395,INC,68.49,-6.5246,-16.2622,-3.5,-6.5,-6.2924,-11.7088,0,1,0,2,4,9
WE-AC0156,West Bengal,Rural,TMC,71.13,13.162,-2.724,TMC,62.75,-1.9231,-20.9516,CPIM,63.77,-0.093,2.5417,-8.379999999999995,1.0200000000000031,-15.0851,1.8301,0,1,0,2,4,9
KE-AC0157,Kerala,Semi-Urban,LDF,63.07,-4.864,-13.0466,LDF,68.69,5.2487,14.0454,LDF,62.27,-6.3112,-16.0554,5.619999999999997,-6.419999999999995,10.1127,-11.5599,0,0,0,1,1,8
WE-AC0158,West Bengal,Rural,BJP,84.83,0.1176,-1.6121,BJP,91.17,11.5224,15.84,BJP,95.0,18.4252,9.5873,6.340000000000003,3.8299999999999983,11.4048,6.902800000000001,0,0,1,2,4,4
WE-AC0159,West Bengal,Rural,CPIM,75.21,-0.7899,-10.3495,BJP,74.45,-2.1579,-1.8999,CPIM,76.24,1.0705,4.4839,-0.7599999999999909,1.789999999999992,-1.368,3.2284,1,1,0,2,4,4
PU-AC0160,Puducherry,Rural,DMK,74.29,10.7032,5.0343,BJP,65.81,-4.572,-21.2156,AINRC,66.98,-2.4624,2.9299,-8.480000000000004,1.1700000000000017,-15.275200000000002,2.1096,1,1,0,2,2,4
PU-AC0161,Puducherry,Urban,INC,62.8,12.3675,1.2059,INC,61.22,9.5277,-3.9442,INC,59.51,6.4512,-4.2729,-1.5799999999999983,-1.7100000000000009,-2.8398000000000003,-3.0764999999999993,0,0,1,0,2,7
PU-AC0162,Puducherry,Semi-Urban,INC,71.15,-7.6352,-12.1897,AINRC,70.94,-8.0069,-0.5163,BJP,71.73,-6.5915,1.9658,-0.21000000000000796,0.7900000000000063,-0.3716999999999997,1.4154,1,1,0,1,2,2
WE-AC0163,West Bengal,Urban,TMC,64.78,12.8387,4.4923,TMC,60.48,5.0867,-10.7666,TMC,63.15,9.8992,6.6841,-4.300000000000004,2.6700000000000017,-7.751999999999999,4.8125,0,0,1,0,4,9
PU-AC0164,Puducherry,Rural,INC,73.29,13.9375,-4.4001,BJP,66.84,2.3205,-16.1347,BJP,70.56,9.0238,9.3101,-6.450000000000003,3.719999999999999,-11.617,6.7033,1,0,1,2,2,4
PU-AC0165,Puducherry,Rural,AINRC,89.88,7.4339,4.5353,AINRC,88.91,5.676,-2.4416,AINRC,92.76,12.6174,9.6409,-0.9699999999999989,3.8500000000000085,-1.7579000000000002,6.9414,0,0,1,2,2,2
KE-AC0166,Kerala,Semi-Urban,UDF,78.15,6.5994,6.354,UDF,83.31,15.8856,12.8976,UDF,82.26,14.0035,-2.614,5.159999999999997,-1.0499999999999972,9.286200000000001,-1.8820999999999994,0,0,1,1,1,10
WE-AC0167,West Bengal,Rural,TMC,93.04,18.7833,15.8637,TMC,84.96,4.2425,-20.1956,TMC,89.24,11.9566,10.714,-8.080000000000013,4.280000000000001,-14.5408,7.7141,0,0,1,2,4,9
WE-AC0168,West Bengal,Rural,TMC,79.28,10.7218,-2.324,TMC,81.08,13.9697,4.511,TMC,76.89,6.4169,-10.4901,1.7999999999999972,-4.189999999999998,3.2478999999999996,-7.5527999999999995,0,0,1,2,4,9
KE-AC0169,Kerala,Rural,UDF,72.53,8.6086,1.7097,UDF,62.86,-8.7899,-24.1645,INC,60.73,-12.6282,-5.331,-9.670000000000002,-2.1300000000000026,-17.3985,-3.8383000000000003,0,1,0,2,1,10
KE-AC0170,Kerala,Rural,INC,83.69,13.9104,12.6182,INC,84.21,14.8414,1.2931,INC,85.73,17.5777,3.8005,0.519999999999996,1.5200000000000102,0.9310000000000009,2.7363,0,0,1,2,1,7
PU-AC0171,Puducherry,Rural,INC,75.96,6.7949,-4.2732,INC,77.8,10.1191,4.617,INC,87.19,27.0178,23.4705,1.8400000000000034,9.39,3.3241999999999994,16.8987,0,0,1,2,2,7
AS-AC0172,Assam,Rural,INC,78.31,-6.0383,-15.705,AIUDF,74.35,-13.1636,-9.8963,AIUDF,78.11,-6.39,9.4077,-3.960000000000008,3.760000000000005,-7.125300000000001,6.773600000000001,1,0,0,2,0,3
AS-AC0173,Assam,Urban,AGP,72.12,4.9722,2.2228,AGP,72.76,6.1276,1.6048,AGP,69.02,-0.6204,-9.3723,0.6400000000000006,-3.740000000000009,1.1554000000000002,-6.748,0,0,0,0,0,0
WE-AC0174,West Bengal,Rural,INC,75.27,14.1221,0.6847,INC,85.45,32.4536,25.4605,INC,87.1,35.4276,4.1306,10.180000000000007,1.6499999999999915,18.331500000000002,2.9739999999999966,0,0,1,2,4,7
TA-AC0175,Tamil Nadu,Urban,AIADMK,64.68,1.5349,-2.5375,INC,65.95,3.8154,3.1674,INC,71.99,14.685,15.0966,1.269999999999996,6.039999999999992,2.2805,10.8696,1,0,1,0,3,7
KE-AC0176,Kerala,Semi-Urban,LDF,79.42,9.5149,5.6979,LDF,77.15,5.4271,-5.6776,LDF,78.88,8.5389,4.3219,-2.269999999999996,1.7299999999999898,-4.0878000000000005,3.1117999999999997,0,0,1,1,1,8
WE-AC0177,West Bengal,Rural,BJP,80.04,10.595,4.5354,BJP,84.94,19.412,12.2458,BJP,91.44,31.1005,16.234,4.8999999999999915,6.5,8.816999999999998,11.688500000000001,0,0,1,2,4,4
WE-AC0178,West Bengal,Rural,INC,89.88,24.0456,25.7971,INC,86.66,18.2591,-8.0367,INC,93.22,30.0607,16.3912,-3.219999999999999,6.560000000000002,-5.7865,11.8016,0,0,1,2,4,7
WE-AC0179,West Bengal,Rural,TMC,79.38,-2.1839,-5.3415,TMC,72.88,-13.8698,-16.2305,CPIM,75.14,-9.8137,5.6335,-6.5,2.260000000000005,-11.6859,4.056099999999999,0,1,0,2,4,9
KE-AC0180,Kerala,Rural,INC,67.93,6.4637,-12.2224,LDF,63.84,-0.8978,-10.2244,LDF,72.16,14.0778,20.7995,-4.090000000000003,8.319999999999993,-7.3615,14.9756,1,0,1,2,1,8
AS-AC0181,Assam,Urban,INC,67.59,4.918,1.0854,INC,69.44,8.2489,4.6263,INC,77.91,23.4975,21.1786,1.8499999999999943,8.469999999999999,3.3309000000000006,15.248599999999998,0,0,1,0,0,7
TA-AC0182,Tamil Nadu,Semi-Urban,INC,83.26,15.5113,19.4654,INC,82.22,13.6357,-2.605,INC,89.13,26.0689,17.2683,-1.0400000000000063,6.909999999999997,-1.8756000000000004,12.4332,0,0,1,1,3,7
TA-AC0183,Tamil Nadu,Semi-Urban,BJP,71.01,-4.8155,-9.2067,INC,71.69,-3.5961,1.6936,INC,66.03,-13.7748,-14.1371,0.6799999999999926,-5.659999999999997,1.2194000000000003,-10.178700000000001,1,0,0,1,3,7
WE-AC0184,West Bengal,Rural,BJP,81.43,33.0101,3.8361,BJP,77.78,26.4351,-9.132,BJP,76.65,24.4034,-2.8218,-3.6500000000000057,-1.1299999999999955,-6.575000000000003,-2.031699999999997,0,0,1,2,4,4
PU-AC0185,Puducherry,Rural,BJP,79.39,9.0601,7.8932,DMK,76.8,4.3897,-6.4866,DMK,77.89,6.358,2.7338,-2.5900000000000034,1.0900000000000034,-4.6704,1.9682999999999993,1,0,1,2,2,6
WE-AC0186,West Bengal,Rural,BJP,73.91,5.015,0.2485,INC,71.18,0.1044,-6.8203,TMC,66.48,-8.3519,-11.7449,-2.7299999999999898,-4.700000000000003,-4.9106,-8.4563,1,1,0,2,4,7
WE-AC0187,West Bengal,Rural,CPIM,80.5,13.6926,8.1319,CPIM,82.3,16.9255,4.4901,CPIM,80.17,13.1058,-5.3051,1.7999999999999972,-2.1299999999999955,3.232899999999999,-3.819699999999999,0,0,1,2,4,5
PU-AC0188,Puducherry,Rural,AINRC,67.54,10.1774,0.282,AINRC,76.31,25.9591,21.9191,AINRC,79.03,30.8598,6.8066,8.769999999999996,2.719999999999999,15.781699999999999,4.9007000000000005,0,0,1,2,2,2
KE-AC0189,Kerala,Rural,UDF,76.52,8.7965,-2.3635,UDF,71.77,0.2435,-11.8791,INC,70.36,-2.2982,-3.5302,-4.75,-1.4099999999999966,-8.553,-2.5417,0,1,0,2,1,10
TA-AC0190,Tamil Nadu,Rural,DMK,79.66,14.0015,1.9758,DMK,89.52,31.7486,24.6488,DMK,88.32,29.5876,-3.0014,9.86,-1.2000000000000028,17.7471,-2.1610000000000014,0,0,1,2,3,6
AS-AC0191,Assam,Rural,AIUDF,73.45,-0.9884,-3.0522,AGP,71.02,-5.3769,-6.0951,BJP,70.27,-6.7231,-1.8697,-2.430000000000007,-0.75,-4.3885000000000005,-1.3461999999999996,1,1,0,2,0,0
AS-AC0192,Assam,Rural,INC,77.33,-5.9779,-9.6952,INC,80.23,-0.7524,7.2577,AGP,78.4,-4.0569,-4.5896,2.9000000000000057,-1.8299999999999983,5.2255,-3.3045,0,1,0,2,0,7
KE-AC0193,Kerala,Rural,BJP,74.46,14.2316,2.7833,BJP,74.14,13.6622,-0.7908,INC,68.22,3.0042,-14.8028,-0.3199999999999932,-5.920000000000002,-0.5693999999999999,-10.658000000000001,0,1,0,2,1,4
WE-AC0194,West Bengal,Rural,CPIM,79.87,14.8519,8.5446,CPIM,82.07,18.8013,5.4853,CPIM,78.38,12.1598,-9.2243,2.1999999999999886,-3.6899999999999977,3.9494000000000007,-6.641500000000001,0,0,1,2,4,5
WE-AC0195,West Bengal,Urban,TMC,57.01,7.6552,-5.0733,TMC,60.81,14.4991,9.5054,TMC,62.51,17.5615,4.2533,3.8000000000000043,1.6999999999999957,6.8439000000000005,3.0623999999999985,0,0,1,0,4,9
AS-AC0196,Assam,Rural,BJP,79.02,12.2442,13.4541,INC,71.24,-1.7525,-19.4399,INC,82.04,17.6854,26.9971,-7.780000000000001,10.800000000000011,-13.996699999999999,19.437900000000003,1,0,1,2,0,7
PU-AC0197,Puducherry,Urban,INC,48.75,-11.5244,-25.9104,INC,46.57,-15.4574,-5.4624,AINRC,48.14,-12.6364,3.918,-2.1799999999999997,1.5700000000000003,-3.933,2.8209999999999997,0,1,0,0,2,7
TA-AC0198,Tamil Nadu,Rural,BJP,77.65,3.4014,-4.3516,BJP,80.91,9.2774,8.1612,DMK,75.68,-0.1405,-13.0805,3.259999999999991,-5.22999999999999,5.8759999999999994,-9.4179,0,1,0,2,3,4
TA-AC0199,Tamil Nadu,Urban,DMK,62.27,12.6046,5.5383,DMK,66.63,20.4638,10.9155,DMK,68.77,24.3015,5.3301,4.359999999999992,2.1400000000000006,7.8591999999999995,3.8377000000000017,0,0,1,0,3,6
TA-AC0200,Tamil Nadu,Rural,AIADMK,80.81,10.8387,10.399,AIADMK,78.39,6.4783,-6.0562,AIADMK,85.7,19.6256,18.2601,-2.4200000000000017,7.310000000000002,-4.360399999999999,13.147299999999998,0,0,1,2,3,1
TA-AC0201,Tamil Nadu,Urban,INC,65.24,25.6731,9.2135,INC,70.89,35.8292,14.1057,INC,75.74,44.5734,12.1448,5.650000000000006,4.849999999999994,10.156099999999999,8.7442,0,0,1,0,3,7
WE-AC0202,West Bengal,Rural,CPIM,77.15,1.3185,-7.5342,TMC,78.99,4.6303,4.5997,CPIM,76.28,-0.2493,-6.7772,1.8399999999999892,-2.7099999999999937,3.3118,-4.8796,1,1,0,2,4,9
WE-AC0203,West Bengal,Rural,CPIM,87.77,10.101,5.7537,INC,78.03,-7.4231,-24.339,CPIM,78.77,-6.0856,1.8577,-9.739999999999995,0.7399999999999949,-17.5241,1.3374999999999995,1,1,0,2,4,7
KE-AC0204,Kerala,Rural,INC,76.0,9.4244,-4.3605,INC,77.13,11.4587,2.8254,INC,74.3,6.3622,-7.0785,1.1299999999999955,-2.8299999999999983,2.0343,-5.096500000000001,0,0,1,2,1,7
TA-AC0205,Tamil Nadu,Urban,INC,63.95,-2.6067,-7.568,AIADMK,58.27,-12.8437,-14.2181,INC,64.27,-2.0341,15.0133,-5.68,5.999999999999993,-10.237,10.8096,1,1,0,0,3,1
WE-AC0206,West Bengal,Rural,CPIM,77.24,12.3068,0.3859,CPIM,83.06,22.7873,14.5562,CPIM,90.26,35.7421,17.9927,5.820000000000007,7.200000000000003,10.480499999999997,12.954800000000002,0,0,1,2,4,5
AS-AC0207,Assam,Urban,INC,58.66,6.389,2.017,INC,62.1,12.5825,8.602,INC,53.58,-2.75,-21.2951,3.440000000000005,-8.520000000000003,6.193499999999999,-15.3325,0,0,0,0,0,7
AS-AC0208,Assam,Urban,INC,59.79,1.7009,-2.7681,AIUDF,61.02,3.9142,3.0741,AIUDF,64.28,9.7875,8.1574,1.230000000000004,3.259999999999998,2.2133000000000003,5.8732999999999995,1,0,1,0,0,3
WE-AC0209,West Bengal,Urban,CPIM,75.4,7.5519,6.8868,CPIM,76.89,10.2339,3.725,CPIM,83.29,21.7476,15.9912,1.4899999999999949,6.400000000000006,2.6820000000000004,11.513699999999998,0,0,1,0,4,5
KE-AC0210,Kerala,Rural,LDF,79.5,8.4611,9.0934,LDF,86.41,20.9163,17.2989,LDF,87.62,23.0777,3.0019,6.909999999999997,1.210000000000008,12.4552,2.1614000000000004,0,0,1,2,1,8
AS-AC0211,Assam,Semi-Urban,BJP,66.18,-3.4907,-14.9194,AGP,68.16,0.0693,4.9444,AGP,71.06,5.2793,7.2361,1.9799999999999898,2.9000000000000057,3.56,5.21,1,0,1,1,0,0
KE-AC0212,Kerala,Rural,BJP,91.55,16.944,6.2355,BJP,92.87,19.3103,3.2865,BJP,95.0,23.1521,5.3358,1.3200000000000074,2.1299999999999955,2.3663000000000025,3.841799999999999,0,0,1,2,1,4
TA-AC0213,Tamil Nadu,Rural,INC,86.06,8.2655,7.6953,INC,84.64,5.7073,-3.5531,INC,87.08,10.1011,6.1024,-1.4200000000000017,2.4399999999999977,-2.5581999999999994,4.393800000000001,0,0,1,2,3,7
TA-AC0214,Tamil Nadu,Rural,DMK,82.07,4.1367,-8.5811,DMK,83.8,7.2552,4.3312,DMK,88.55,15.8019,11.8704,1.730000000000004,4.75,3.1185,8.5467,0,0,1,2,3,6
WE-AC0215,West Bengal,Rural,TMC,68.33,9.7765,-11.0631,TMC,66.51,6.5063,-4.5419,BJP,63.23,0.5998,-8.2034,-1.8199999999999932,-3.2800000000000082,-3.2702,-5.9065,0,1,0,2,4,9
AS-AC0216,Assam,Rural,INC,88.53,14.1594,6.1904,INC,86.7,10.8608,-4.5814,INC,85.27,8.2852,-3.5772,-1.8299999999999983,-1.4300000000000068,-3.2986000000000004,-2.5755999999999997,0,0,1,2,0,7
PU-AC0217,Puducherry,Urban,INC,58.38,14.6233,-4.1183,AINRC,52.6,4.2225,-14.4456,DMK,45.96,-7.7387,-16.6128,-5.780000000000001,-6.640000000000001,-10.4008,-11.9612,1,1,0,0,2,2
PU-AC0218,Puducherry,Rural,DMK,95.0,24.3258,14.2336,DMK,95.0,24.3258,0.0,DMK,95.0,24.3258,0.0,0.0,0.0,0.0,0.0,0,0,1,2,2,6
AS-AC0219,Assam,Semi-Urban,INC,67.9,13.2688,-0.0337,INC,67.21,12.0435,-1.7018,INC,65.4,8.7803,-4.5323,-0.6900000000000119,-1.809999999999988,-1.2253000000000007,-3.2631999999999994,0,0,1,1,0,7
PU-AC0220,Puducherry,Rural,AINRC,69.34,11.3203,8.0094,AINRC,67.61,8.2114,-4.318,DMK,64.06,1.8319,-8.8604,-1.730000000000004,-3.549999999999997,-3.1089,-6.379499999999999,0,1,0,2,2,2
AS-AC0221,Assam,Urban,INC,67.88,7.5516,6.9825,AGP,64.25,1.0203,-9.0713,AGP,68.48,8.6282,10.5666,-3.6299999999999955,4.230000000000004,-6.5313,7.6079,1,0,1,0,0,0
AS-AC0222,Assam,Rural,BJP,75.03,0.8787,-9.5944,BJP,73.54,-1.8012,-3.7221,BJP,77.9,6.0378,10.8875,-1.4899999999999949,4.359999999999999,-2.6799,7.8389999999999995,0,0,1,2,0,4
AS-AC0223,Assam,Rural,INC,73.63,-9.3315,-17.6844,AIUDF,74.92,-7.0047,3.2317,BJP,74.33,-8.0674,-1.476,1.2900000000000063,-0.5900000000000034,2.3268000000000004,-1.0626999999999995,1,1,0,2,0,3
PU-AC0224,Puducherry,Rural,DMK,63.23,3.223,-7.995,DMK,63.86,4.3489,1.5638,DMK,65.18,6.7391,3.3197,0.6300000000000026,1.3200000000000074,1.1259000000000006,2.390199999999999,0,0,1,2,2,6
TA-AC0225,Tamil Nadu,Semi-Urban,INC,66.63,-6.0871,-9.9931,AIADMK,66.42,-6.4741,-0.5374,AIADMK,69.67,-0.6208,8.1296,-0.20999999999999375,3.25,-0.38699999999999957,5.8533,1,0,0,1,3,1
AS-AC0226,Assam,Urban,BJP,63.66,0.4942,-6.9266,INC,63.39,0.0152,-0.6653,AGP,64.38,1.7812,2.4528,-0.269999999999996,0.9899999999999949,-0.479,1.7659999999999998,1,1,0,0,0,7
WE-AC0227,West Bengal,Rural,CPIM,71.41,7.5416,8.8405,CPIM,74.36,12.8469,7.3684,CPIM,73.24,10.8213,-2.8133,2.950000000000003,-1.1200000000000045,5.3053,-2.025599999999999,0,0,1,2,4,5
KE-AC0228,Kerala,Semi-Urban,LDF,75.9,4.1071,0.9675,UDF,75.46,3.3183,-1.0955,LDF,73.04,-1.0306,-6.0401,-0.44000000000001194,-2.4199999999999875,-0.7888000000000002,-4.3488999999999995,1,1,0,1,1,10
TA-AC0229,Tamil Nadu,Urban,INC,60.25,28.903,6.1081,INC,55.18,19.7612,-12.6969,INC,50.88,12.0322,-10.7347,-5.07,-4.299999999999997,-9.1418,-7.728999999999999,0,0,1,0,3,7
WE-AC0230,West Bengal,Urban,TMC,57.23,31.3235,-1.6418,TMC,59.11,34.7075,4.7,TMC,66.77,48.4934,19.1471,1.8800000000000026,7.659999999999997,3.384000000000004,13.785899999999998,0,0,1,0,4,9
TA-AC0231,Tamil Nadu,Rural,DMK,88.03,4.5617,2.0982,DMK,95.0,17.1041,17.42,DMK,95.0,17.1041,0.0,6.969999999999999,0.0,12.542399999999999,0.0,0,0,1,2,3,6
